act_fun	layers	neurons	alpha	iterations	batch_size	batch_count	std_dev	train_err	test_err	train_score	test_score		layers_structure
sigmoid	3	130	0,5	1	10	300	0,5	0,0275	0,0266	81,12%	81,56%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	1	10	300	0,5	0,0368	0,0347	74,20%	76,11%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	1	10	300	0,5	0,0824	0,0821	18,97%	19,50%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	1	10	300	0,5	0,0336	0,0327	77,04%	77,63%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	1	10	300	0,5	0,0486	0,0470	64,14%	64,91%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	1	10	300	0,5	0,0904	0,0903	9,93%	10,32%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	1	10	300	0,5	0,0408	0,0407	71,67%	71,62%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	1	10	300	0,5	0,0522	0,0514	62,18%	63,03%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	1	10	300	0,5	0,0904	0,0903	9,93%	10,32%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	1	100	1	0,5	0,1095	0,1094	8,32%	8,24%		[(784, 50), (50, 10)]
tanh	2	60	0,5	1	100	1	0,5	0,1276	0,1277	8,82%	9,07%		[(784, 50), (50, 10)]
relu	2	60	0,5	1	100	1	0,5	0,1448	0,1426	21,48%	22,68%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	1	100	1	0,5	0,0915	0,0913	11,92%	12,21%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	1	100	1	0,5	0,1134	0,1135	9,13%	9,16%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	1	100	1	0,5	0,1674	0,1674	11,49%	11,41%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	1	100	1	0,5	0,0998	0,0993	13,88%	14,13%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	1	100	1	0,5	0,1197	0,1182	12,13%	12,63%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	1	100	1	0,5	0,1735	0,1734	11,92%	11,93%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	1	100	1	0,5	0,0949	0,0950	7,60%	7,50%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	1	100	1	0,5	0,1080	0,1086	15,85%	15,14%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	1	100	1	0,5	0,1775	0,1773	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	1	100	1	0,5	0,0961	0,0961	8,78%	8,90%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	1	100	1	0,5	0,1028	0,1028	17,78%	17,66%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	1	100	1	0,5	0,1689	0,1685	9,89%	10,07%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	1	100	100	0,5	0,0316	0,0302	78,64%	79,65%		[(784, 50), (50, 10)]
tanh	2	60	0,5	1	100	100	0,5	0,0277	0,0277	80,75%	80,69%		[(784, 50), (50, 10)]
relu	2	60	0,5	1	100	100	0,5	0,0301	0,0298	78,90%	79,21%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	1	100	100	0,5	0,0498	0,0492	68,49%	69,35%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	1	100	100	0,5	0,0349	0,0344	75,54%	76,13%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	1	100	100	0,5	0,0812	0,0809	20,30%	20,33%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	1	100	100	0,5	0,0343	0,0334	78,40%	79,06%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	1	100	100	0,5	0,0295	0,0299	79,24%	78,79%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	1	100	100	0,5	0,0868	0,0868	22,69%	22,40%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	1	100	100	0,5	0,0591	0,0585	58,50%	59,65%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	1	100	100	0,5	0,0348	0,0341	75,57%	76,09%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	1	100	100	0,5	0,0900	0,0900	11,24%	11,37%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	1	100	100	0,5	0,0716	0,0712	48,97%	49,80%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	1	100	100	0,5	0,0381	0,0377	73,00%	73,39%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	1	100	100	0,5	0,0900	0,0900	11,24%	11,34%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	1	100	300	0,5	0,0198	0,0188	86,78%	87,76%		[(784, 50), (50, 10)]
tanh	2	60	0,5	1	100	300	0,5	0,0182	0,0179	87,74%	87,94%		[(784, 50), (50, 10)]
relu	2	60	0,5	1	100	300	0,5	0,0166	0,0167	88,84%	88,81%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	1	100	300	0,5	0,0277	0,0268	82,57%	83,35%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	1	100	300	0,5	0,0225	0,0214	84,54%	85,39%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	1	100	300	0,5	0,0900	0,0900	9,92%	10,09%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	1	100	300	0,5	0,0221	0,0214	85,43%	85,92%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	1	100	300	0,5	0,0195	0,0190	86,55%	87,01%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	1	100	300	0,5	0,0900	0,0900	9,92%	10,09%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	1	100	300	0,5	0,0302	0,0290	80,59%	81,97%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	1	100	300	0,5	0,0218	0,0221	85,14%	84,73%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	1	100	300	0,5	0,0900	0,0900	9,92%	10,09%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	1	100	300	0,5	0,0335	0,0329	78,90%	79,44%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	1	100	300	0,5	0,0230	0,0224	84,34%	84,77%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	1	100	300	0,5	0,0900	0,0900	9,92%	10,09%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	1	500	1	0,5	0,1069	0,1066	10,57%	10,68%		[(784, 50), (50, 10)]
tanh	2	60	0,5	1	500	1	0,5	0,1169	0,1158	16,02%	16,39%		[(784, 50), (50, 10)]
relu	2	60	0,5	1	500	1	0,5	0,1575	0,1569	15,88%	16,46%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	1	500	1	0,5	0,0949	0,0949	10,77%	11,27%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	1	500	1	0,5	0,1007	0,1013	15,70%	15,31%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	1	500	1	0,5	0,1776	0,1781	10,42%	10,23%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	1	500	1	0,5	0,1041	0,1039	7,48%	7,53%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	1	500	1	0,5	0,1261	0,1260	13,54%	14,23%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	1	500	1	0,5	0,1746	0,1750	11,27%	11,21%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	1	500	1	0,5	0,0936	0,0935	11,73%	11,86%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	1	500	1	0,5	0,1076	0,1077	15,94%	15,55%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	1	500	1	0,5	0,1803	0,1792	8,79%	9,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	1	500	1	0,5	0,0909	0,0908	16,32%	16,40%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	1	500	1	0,5	0,1105	0,1107	11,13%	11,30%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	1	500	1	0,5	0,1796	0,1798	10,22%	10,10%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	1	500	100	0,5	0,0306	0,0296	80,24%	81,02%		[(784, 50), (50, 10)]
tanh	2	60	0,5	1	500	100	0,5	0,0270	0,0258	81,33%	82,34%		[(784, 50), (50, 10)]
relu	2	60	0,5	1	500	100	0,5	0,0304	0,0294	78,86%	79,82%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	1	500	100	0,5	0,0499	0,0494	68,92%	69,87%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	1	500	100	0,5	0,0327	0,0319	77,13%	78,00%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	1	500	100	0,5	0,0471	0,0466	65,05%	65,75%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	1	500	100	0,5	0,0364	0,0357	76,67%	77,32%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	1	500	100	0,5	0,0277	0,0273	80,75%	81,12%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	1	500	100	0,5	0,0840	0,0842	17,43%	17,20%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	1	500	100	0,5	0,0567	0,0562	64,34%	65,16%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	1	500	100	0,5	0,0314	0,0312	78,02%	78,27%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	1	500	100	0,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	1	500	100	0,5	0,0625	0,0618	57,37%	57,71%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	1	500	100	0,5	0,0348	0,0344	75,62%	75,90%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	1	500	100	0,5	0,0900	0,0900	11,24%	11,34%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	1	500	300	0,5	0,0205	0,0198	86,59%	87,21%		[(784, 50), (50, 10)]
tanh	2	60	0,5	1	500	300	0,5	0,0183	0,0180	87,71%	87,88%		[(784, 50), (50, 10)]
relu	2	60	0,5	1	500	300	0,5	0,0165	0,0169	88,89%	88,52%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	1	500	300	0,5	0,0297	0,0289	81,77%	82,61%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	1	500	300	0,5	0,0206	0,0212	86,02%	85,21%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	1	500	300	0,5	0,0798	0,0796	21,39%	21,45%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	1	500	300	0,5	0,0208	0,0202	86,21%	86,55%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	1	500	300	0,5	0,0172	0,0179	88,30%	87,76%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	1	500	300	0,5	0,0669	0,0666	39,69%	40,05%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	1	500	300	0,5	0,0263	0,0257	83,02%	83,94%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	1	500	300	0,5	0,0192	0,0206	86,97%	85,90%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	1	500	300	0,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	1	500	300	0,5	0,0291	0,0280	81,03%	81,62%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	1	500	300	0,5	0,0221	0,0222	84,98%	84,82%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	1	500	300	0,5	0,0900	0,0900	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	100	10	1	0,5	0,0994	0,0981	27,92%	28,71%		[(784, 50), (50, 10)]
tanh	2	60	0,5	100	10	1	0,5	0,1231	0,1241	18,34%	17,67%		[(784, 50), (50, 10)]
relu	2	60	0,5	100	10	1	0,5	0,1266	0,1267	26,35%	26,19%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	100	10	1	0,5	0,0963	0,0964	25,18%	25,37%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	100	10	1	0,5	0,1177	0,1169	17,93%	18,68%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	100	10	1	0,5	0,1236	0,1240	19,91%	19,54%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	100	10	1	0,5	0,0949	0,0950	28,80%	28,69%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	100	10	1	0,5	0,1276	0,1280	17,47%	17,10%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	100	10	1	0,5	0,1233	0,1234	11,80%	11,90%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	100	10	1	0,5	0,0961	0,0964	26,83%	26,31%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	100	10	1	0,5	0,1241	0,1240	16,97%	17,05%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	100	10	1	0,5	0,0984	0,0984	8,92%	8,66%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	100	10	1	0,5	0,0939	0,0929	29,92%	30,74%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	100	10	1	0,5	0,1188	0,1186	19,75%	20,03%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	100	10	1	0,5	0,0984	0,0984	10,89%	10,79%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	100	10	100	0,5	0,0209	0,0200	86,56%	87,20%		[(784, 50), (50, 10)]
tanh	2	60	0,5	100	10	100	0,5	0,0255	0,0252	84,36%	84,77%		[(784, 50), (50, 10)]
relu	2	60	0,5	100	10	100	0,5	0,0244	0,0244	86,43%	86,62%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	100	10	100	0,5	0,0226	0,0217	85,79%	86,29%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	100	10	100	0,5	0,0238	0,0248	85,98%	85,37%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	100	10	100	0,5	0,0904	0,0904	9,74%	9,82%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	100	10	100	0,5	0,0211	0,0200	86,62%	87,10%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	100	10	100	0,5	0,0231	0,0231	86,56%	86,64%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	100	10	100	0,5	0,0904	0,0904	9,74%	9,82%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	100	10	100	0,5	0,0220	0,0216	86,41%	86,70%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	100	10	100	0,5	0,0362	0,0355	77,52%	77,90%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	100	10	100	0,5	0,0904	0,0904	9,74%	9,82%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	100	10	100	0,5	0,0266	0,0260	84,03%	84,20%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	100	10	100	0,5	0,0354	0,0353	77,18%	77,40%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	100	10	100	0,5	0,0901	0,0901	10,16%	10,14%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	100	10	300	0,5	0,0140	0,0141	91,38%	91,20%		[(784, 50), (50, 10)]
tanh	2	60	0,5	100	10	300	0,5	0,0147	0,0146	91,19%	91,26%		[(784, 50), (50, 10)]
relu	2	60	0,5	100	10	300	0,5	0,0175	0,0177	90,27%	90,12%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	100	10	300	0,5	0,0150	0,0156	90,89%	90,44%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	100	10	300	0,5	0,0206	0,0204	87,36%	87,61%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	100	10	300	0,5	0,0901	0,0901	10,21%	10,06%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	100	10	300	0,5	0,0144	0,0145	91,17%	91,19%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	100	10	300	0,5	0,0203	0,0201	87,97%	88,09%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	100	10	300	0,5	0,0901	0,0901	10,22%	10,10%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	100	10	300	0,5	0,0166	0,0161	90,15%	90,53%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	100	10	300	0,5	0,0288	0,0283	80,62%	80,75%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	100	10	300	0,5	0,0901	0,0901	10,22%	10,10%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	100	10	300	0,5	0,0179	0,0180	89,62%	89,68%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	100	10	300	0,5	0,0291	0,0284	81,48%	82,10%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	100	10	300	0,5	0,0901	0,0901	10,22%	10,10%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	100	100	1	0,5	0,0555	0,0536	57,65%	59,26%		[(784, 50), (50, 10)]
tanh	2	60	0,5	100	100	1	0,5	0,0721	0,0698	49,81%	51,27%		[(784, 50), (50, 10)]
relu	2	60	0,5	100	100	1	0,5	0,0770	0,0745	51,19%	52,77%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	100	100	1	0,5	0,0574	0,0566	57,23%	57,95%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	100	100	1	0,5	0,0799	0,0791	42,00%	42,54%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	100	100	1	0,5	0,0912	0,0908	13,48%	13,74%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	100	100	1	0,5	0,0533	0,0515	60,00%	61,58%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	100	100	1	0,5	0,0917	0,0911	36,66%	36,94%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	100	100	1	0,5	0,0938	0,0933	11,03%	11,14%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	100	100	1	0,5	0,0621	0,0609	52,55%	53,38%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	100	100	1	0,5	0,0907	0,0896	35,39%	36,03%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	100	100	1	0,5	0,0910	0,0910	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	100	100	1	0,5	0,0700	0,0691	42,37%	43,75%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	100	100	1	0,5	0,0797	0,0789	43,58%	43,94%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	100	100	1	0,5	0,0909	0,0909	10,22%	10,44%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	100	100	100	0,5	0,0093	0,0100	93,94%	93,51%		[(784, 50), (50, 10)]
tanh	2	60	0,5	100	100	100	0,5	0,0128	0,0146	92,23%	91,14%		[(784, 50), (50, 10)]
relu	2	60	0,5	100	100	100	0,5	0,0115	0,0125	93,31%	92,76%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	100	100	100	0,5	0,0101	0,0114	93,69%	92,77%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	100	100	100	0,5	0,0154	0,0173	90,79%	89,74%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	100	100	100	0,5	0,0210	0,0232	87,33%	86,11%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	100	100	100	0,5	0,0093	0,0102	94,16%	93,49%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	100	100	100	0,5	0,0153	0,0173	90,80%	89,47%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	100	100	100	0,5	0,0725	0,0727	38,49%	39,00%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	100	100	100	0,5	0,0102	0,0115	93,70%	92,90%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	100	100	100	0,5	0,0168	0,0195	90,11%	88,58%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	100	100	100	0,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	100	100	100	0,5	0,0118	0,0127	92,82%	92,09%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	100	100	100	0,5	0,0163	0,0187	90,37%	88,85%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	100	100	100	0,5	0,0542	0,0535	55,07%	55,24%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	100	100	300	0,5	0,0053	0,0084	96,67%	94,59%		[(784, 50), (50, 10)]
tanh	2	60	0,5	100	100	300	0,5	0,0068	0,0106	95,94%	93,61%		[(784, 50), (50, 10)]
relu	2	60	0,5	100	100	300	0,5	0,0059	0,0092	96,60%	94,71%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	100	100	300	0,5	0,0053	0,0083	96,67%	94,97%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	100	100	300	0,5	0,0084	0,0134	95,07%	92,05%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	100	100	300	0,5	0,0069	0,0109	96,10%	93,85%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	100	100	300	0,5	0,0046	0,0070	97,18%	95,63%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	100	100	300	0,5	0,0082	0,0127	95,19%	92,45%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	100	100	300	0,5	0,0154	0,0170	90,12%	89,20%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	100	100	300	0,5	0,0055	0,0085	96,73%	94,92%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	100	100	300	0,5	0,0088	0,0136	94,95%	92,18%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	100	100	300	0,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	100	100	300	0,5	0,0073	0,0110	95,60%	93,39%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	100	100	300	0,5	0,0096	0,0138	94,24%	91,74%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	100	100	300	0,5	0,0900	0,0900	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	100	500	1	0,5	0,0364	0,0358	74,87%	75,27%		[(784, 50), (50, 10)]
tanh	2	60	0,5	100	500	1	0,5	0,0432	0,0427	70,15%	70,28%		[(784, 50), (50, 10)]
relu	2	60	0,5	100	500	1	0,5	0,0431	0,0414	71,98%	73,23%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	100	500	1	0,5	0,0504	0,0496	68,45%	69,13%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	100	500	1	0,5	0,0525	0,0504	62,75%	64,25%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	100	500	1	0,5	0,0678	0,0671	49,62%	49,94%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	100	500	1	0,5	0,0374	0,0361	75,31%	76,24%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	100	500	1	0,5	0,0540	0,0524	62,23%	63,50%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	100	500	1	0,5	0,0672	0,0658	48,80%	49,38%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	100	500	1	0,5	0,0614	0,0606	59,00%	60,58%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	100	500	1	0,5	0,0643	0,0651	54,39%	53,89%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	100	500	1	0,5	0,0901	0,0901	9,92%	10,09%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	100	500	1	0,5	0,0728	0,0723	50,17%	50,67%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	100	500	1	0,5	0,0618	0,0601	56,84%	58,15%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	100	500	1	0,5	0,0901	0,0901	9,92%	10,09%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	100	500	100	0,5	0,0053	0,0071	96,53%	95,29%		[(784, 50), (50, 10)]
tanh	2	60	0,5	100	500	100	0,5	0,0054	0,0093	96,56%	94,03%		[(784, 50), (50, 10)]
relu	2	60	0,5	100	500	100	0,5	0,0043	0,0076	97,42%	95,38%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	100	500	100	0,5	0,0048	0,0072	96,95%	95,27%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	100	500	100	0,5	0,0060	0,0111	96,36%	93,19%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	100	500	100	0,5	0,0058	0,0093	96,41%	94,29%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	100	500	100	0,5	0,0044	0,0071	97,25%	95,32%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	100	500	100	0,5	0,0055	0,0124	96,64%	92,47%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	100	500	100	0,5	0,0102	0,0125	93,40%	91,89%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	100	500	100	0,5	0,0047	0,0075	97,08%	95,06%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	100	500	100	0,5	0,0068	0,0143	95,96%	91,41%		[(784, 50), (50, 40), (40, 30), (30, 10)]
